4460.0 0.9996417
4460.1 0.9996409
4460.2 0.9996115
4460.3 0.9995082
4460.4 0.999378
4460.5 0.9992826
4460.6 0.9991998
4460.7 0.9991246
4460.8 0.9990554
4460.9 0.9989906
4461.0 0.998929
4461.1 0.9988712
4461.2 0.9988163
4461.3 0.9987582
4461.4 0.9986743
4461.5 0.9985565
4461.6 0.9984542
4461.7 0.9983651
4461.8 0.998283
4461.9 0.9982068
4462.0 0.9981356
4462.1 0.9980705
4462.2 0.9980073
4462.3 0.9979426
4462.4 0.9978673
4462.5 0.9977603
4462.6 0.9975888
4462.7 0.9973639
4462.8 0.9971118
4462.9 0.9968559
4463.0 0.9966394
4463.1 0.9964425
4463.2 0.9962583
4463.3 0.996083
4463.4 0.9959141
4463.5 0.995754
4463.6 0.9956012
4463.7 0.9954545
4463.8 0.9953131
4463.9 0.9951774
4464.0 0.9950435
4464.1 0.9949062
4464.2 0.9947513
4464.3 0.9945634
4464.4 0.9943749
4464.5 0.9942061
4464.6 0.9940481
4464.7 0.993896
4464.8 0.9937512
4464.9 0.9936141
4465.0 0.9934833
4465.1 0.9933585
4465.2 0.9932356
4465.3 0.9931126
4465.4 0.9929903
4465.5 0.9928682
4465.6 0.9927451
4465.7 0.992619
4465.8 0.9924845
4465.9 0.9923287
4466.0 0.9920899
4466.1 0.99161
4466.2 0.9907213
4466.3 0.9893834
4466.4 0.9876991
4466.5 0.9858154
4466.6 0.9838473
4466.7 0.9819133
4466.8 0.9801204
4466.9 0.9784827
4467.0 0.9769583
4467.1 0.9755205
4467.2 0.9741577
4467.3 0.9728613
4467.4 0.9716246
4467.5 0.9704423
4467.6 0.9693112
4467.7 0.9682288
4467.8 0.9671927
4467.9 0.9662003
4468.0 0.9652497
4468.1 0.9643394
4468.2 0.9634688
4468.3 0.9626366
4468.4 0.9618414
4468.5 0.9610829
4468.6 0.9603606
4468.7 0.9596741
4468.8 0.9590232
4468.9 0.9584032
4469.0 0.957814
4469.1 0.9572579
4469.2 0.9567346
4469.3 0.956244
4469.4 0.9557857
4469.5 0.9553596
4469.6 0.9549657
4469.7 0.9546043
4469.8 0.9542762
4469.9 0.9539809
4470.0 0.9537176
4470.1 0.9534856
4470.2 0.9532873
4470.3 0.953125
4470.4 0.9530004
4470.5 0.9529193
4470.6 0.9528925
4470.7 0.9528826
4470.8 0.9528349
4470.9 0.9527763
4471.0 0.9527451
4471.1 0.9527438
4471.2 0.9527729
4471.3 0.9528327
4471.4 0.9529232
4471.5 0.9530451
4471.6 0.953201
4471.7 0.953395
4471.8 0.9536275
4471.9 0.9538643
4472.0 0.9540969
4472.1 0.9543525
4472.2 0.9546386
4472.3 0.9549561
4472.4 0.9553032
4472.5 0.9556754
4472.6 0.9560786
4472.7 0.9565246
4472.8 0.9570172
4472.9 0.95756
4473.0 0.9581307
4473.1 0.9586871
4473.2 0.9592149
4473.3 0.9597024
4473.4 0.9601766
4473.5 0.9606807
4473.6 0.9612152
4473.7 0.9617796
4473.8 0.962372
4473.9 0.962992
4474.0 0.9636421
4474.1 0.9643232
4474.2 0.9650355
4474.3 0.9657807
4474.4 0.9665619
4474.5 0.9673792
4474.6 0.9682044
4474.7 0.9688815
4474.8 0.969341
4474.9 0.9698022
4475.0 0.9703846
4475.1 0.9710418
4475.2 0.9717576
4475.3 0.9725281
4475.4 0.9733524
4475.5 0.9742285
4475.6 0.9751579
4475.7 0.9761435
4475.8 0.9771424
4475.9 0.9779202
4476.0 0.97847
4476.1 0.9788898
4476.2 0.9792938
4476.3 0.9799083
4476.4 0.9807959
4476.5 0.9819165
4476.6 0.9831428
4476.7 0.9842606
4476.8 0.9850872
4476.9 0.9855544
4477.0 0.9856836
4477.1 0.9855149
4477.2 0.9851324
4477.3 0.9846634
4477.4 0.9841863
4477.5 0.9837193
4477.6 0.9832644
4477.7 0.9828229
4477.8 0.9823958
4477.9 0.9819836
4478.0 0.9815856
4478.1 0.9812022
4478.2 0.9808325
4478.3 0.980477
4478.4 0.980137
4478.5 0.9798121
4478.6 0.9795017
4478.7 0.9792058
4478.8 0.9789248
4478.9 0.9786585
4479.0 0.9784068
4479.1 0.9781695
4479.2 0.9779464
4479.3 0.9777374
4479.4 0.9775425
4479.5 0.9773614
4479.6 0.9771941
4479.7 0.9770405
4479.8 0.9769004
4479.9 0.9767739
4480.0 0.9766607
